Msg time,Rcv time,Pos X,Pos Y,Pos Z,Ori X,Ori Y,Ori Z
29.108,29.148,24.2118,43.6858,2.57525,3.14076,-3.08022,1.92203
29.208,29.254,24.235,43.539,2.57078,3.13958,-3.08113,1.9215
29.308,29.345,24.2778,43.3865,2.56303,3.1381,-3.08309,1.9208
29.408,29.446,24.3127,43.2202,2.57455,3.13786,-3.08415,1.9206
29.508,29.545,24.3595,43.0554,2.60486,3.13684,-3.08641,1.92093
29.608,29.649,24.3891,42.8702,2.62061,3.13554,-3.08944,1.92147
29.708,29.746,24.4587,42.6997,2.62191,3.13445,-3.09122,1.92013
29.808,29.87,24.498,42.5967,2.59621,3.1317,-3.095,1.91939
29.908,29.953,24.5178,42.4469,2.59643,3.13048,-3.09551,1.91914
30.008,30.048,24.5334,42.2924,2.58303,3.12903,-3.09516,1.91805
30.108,30.155,24.5884,42.1474,2.55842,3.12804,-3.09549,1.91779
30.209,30.261,24.6675,42.003,2.59298,3.12622,-3.09456,1.91762
30.308,30.356,24.6927,41.8559,2.60361,3.12535,-3.0949,1.91588
30.408,30.446,24.7152,41.7397,2.60978,3.12528,-3.09425,1.91559
30.508,30.553,24.7856,41.622,2.60548,3.1241,-3.09352,1.91452
30.608,30.657,24.8133,41.5229,2.60521,3.12246,-3.09201,1.91339
30.708,30.749,24.8377,41.4381,2.60006,3.12093,-3.09111,1.91392
30.808,30.844,24.8616,41.3556,2.57663,3.1198,-3.0907,1.9144
30.908,30.946,24.8971,41.2844,2.56924,3.11978,-3.09065,1.91406
31.008,31.046,24.9212,41.2369,2.55814,3.11945,-3.09079,1.91373
31.108,31.145,24.9275,41.2156,2.55823,3.11918,-3.09049,1.91382
31.208,31.246,24.9288,41.2111,2.56365,3.11904,-3.09042,1.91382
31.308,31.348,24.898,41.2308,2.5686,3.11903,-3.08998,1.91441
31.408,31.451,24.8964,41.2332,2.57567,3.11889,-3.09002,1.91487
31.508,31.549,24.8977,41.2246,2.57223,3.1185,-3.08958,1.91478
31.608,31.654,24.9081,41.2241,2.57944,3.1182,-3.08934,1.9145
31.708,31.749,24.9031,41.2233,2.57703,3.11784,-3.08906,1.91461
31.808,31.849,24.9088,41.2232,2.57758,3.11726,-3.08872,1.91459
31.908,31.946,24.9107,41.218,2.56882,3.11676,-3.08852,1.91456
32.008,32.047,24.9136,41.2123,2.55898,3.11603,-3.08845,1.91451
32.108,32.146,24.9151,41.2154,2.55799,3.11573,-3.08815,1.91447
32.208,32.244,24.918,41.2158,2.54716,3.11514,-3.08805,1.9144
32.308,32.347,24.9148,41.2095,2.53227,3.1144,-3.08773,1.91446
32.408,32.455,24.9222,41.2054,2.51263,3.11342,-3.08737,1.91434
32.508,32.545,24.9074,41.2111,2.5079,3.11305,-3.08694,1.91466
32.608,32.647,24.9179,41.2174,2.51014,3.11284,-3.08702,1.9146
32.708,32.755,24.9166,41.2155,2.50972,3.11248,-3.08685,1.91469
32.808,32.847,24.9067,41.2287,2.50021,3.11211,-3.08716,1.9148
32.908,32.944,24.9019,41.2334,2.49335,3.11186,-3.087,1.91434
33.008,33.047,24.8944,41.2451,2.5001,3.112,-3.0874,1.91453
33.108,33.151,24.8829,41.2677,2.50833,3.11212,-3.08747,1.91473
33.208,33.256,24.8777,41.2902,2.50418,3.11211,-3.08787,1.91454
33.308,33.351,24.8742,41.3188,2.50791,3.11197,-3.08728,1.91454
33.408,33.447,24.8617,41.3395,2.50479,3.11138,-3.08727,1.91438
33.508,33.545,24.8563,41.3634,2.48981,3.11079,-3.08699,1.91413
33.608,33.646,24.8425,41.4083,2.4733,3.11062,-3.08716,1.91383
33.708,33.757,24.8325,41.45,2.47752,3.11039,-3.08698,1.91357
33.808,33.853,24.8202,41.4983,2.47631,3.1097,-3.0873,1.91302
33.908,33.952,24.8045,41.5428,2.48577,3.10953,-3.08745,1.91275
34.008,34.056,24.7896,41.5944,2.4875,3.10935,-3.08715,1.91298
34.108,34.149,24.7887,41.6436,2.47852,3.10924,-3.08706,1.91263
34.208,34.249,24.7648,41.7052,2.47739,3.10956,-3.08686,1.91263
34.308,34.345,24.7458,41.7569,2.48298,3.10952,-3.08764,1.91264
