stamp,aeb_switch,aeb_state,aeb_direction,aeb_fcn_state
3022950483832,1,2,0,0
3022970608608,1,2,0,0
3022990666996,1,2,0,0
3023010356592,1,2,0,0
3023030496816,1,2,0,0
3023050459876,1,2,0,0
3023070514080,1,2,0,0
3023090522164,1,2,0,0
3023110272248,1,2,0,0
3023131340036,1,2,0,0
3023150504584,1,2,0,0
3023170786092,1,2,0,0
3023190467756,1,2,0,0
3023210299248,1,2,0,0
3023230399988,1,2,0,0
3023250494136,1,2,0,0
3023270548984,1,2,0,0
3023291658892,1,2,0,0
3023311345124,1,2,0,0
3023330353992,1,2,0,0
3023350445312,1,2,0,0
3023371139760,1,2,0,0
3023390514372,1,2,0,0
3023411363692,1,2,0,0
3023430311024,1,2,0,0
3023450466676,1,2,0,0
3023470488736,1,2,0,0
3023490434020,1,2,0,0
3023511511808,1,2,0,0
3023530420800,1,2,0,0
3023550483400,1,2,0,0
3023570529008,1,2,0,0
3023591712396,1,2,0,0
3023611334304,1,2,0,0
3023630293992,1,2,0,0
3023650439136,1,2,0,0
3023670445940,1,2,0,0
3023690570992,1,2,0,0
3023711352828,1,2,0,0
3023730399480,1,2,0,0
3023750598076,1,2,0,0
3023770550380,1,2,0,0
3023791450988,1,2,0,0
3023810388632,1,2,0,0
3023830400696,1,2,0,0
3023851532496,1,2,0,0
3023871738208,1,2,0,0
3023891411864,1,2,0,0
3023910427344,1,2,0,0
3023930324804,1,2,0,0
3023950500424,1,2,0,0
3023971299808,1,2,0,0
3023990920024,1,2,0,0
3024011318252,1,2,0,0
3024030425700,1,2,0,0
3024050816540,1,2,0,0
3024072399244,1,2,0,0
3024090712708,1,2,0,0
3024110363084,1,2,0,0
3024130392396,1,2,0,0
3024150449376,1,2,0,0
3024171178220,1,2,0,0
3024190401124,1,2,0,0
3024210314176,1,2,0,0
3024230409492,1,2,0,0
3024250472264,1,2,0,0
3024270833484,1,2,0,0
3024290427896,1,2,0,0
3024310668160,1,2,0,0
3024331414868,1,2,0,0
3024350435136,1,2,0,0
3024371682676,1,2,0,0
3024390497324,1,2,0,0
3024410352748,1,2,0,0
3024430422176,1,2,0,0
3024450490044,1,2,0,0
3024472970412,1,2,0,0
3024490413628,1,2,0,0
3024510331440,1,2,0,0
3024530472052,1,2,0,0
3024550521892,1,2,0,0
3024570783796,1,2,0,0
3024590564680,1,2,0,0
3024610345452,1,2,0,0
3024631349964,1,2,0,0
3024650416748,1,2,0,0
3024674344944,1,2,0,0
3024690428508,1,2,0,0
3024710343096,1,2,0,0
3024730370132,1,2,0,0
3024750443200,1,2,0,0
3024771115052,1,2,0,0
3024790395292,1,2,0,0
3024810318080,1,2,0,0
3024830374392,1,2,0,0
3024850581948,1,2,0,0
3024874662100,1,2,0,0
3024890427656,1,2,0,0
3024910583852,1,2,0,0
3024931318956,1,2,0,0
3024950465904,1,2,0,0
3024972369816,1,2,0,0
3024990451596,1,2,0,0
3025010335276,1,2,0,0
3025030324108,1,2,0,0
3025050438876,1,2,0,0
3025074962880,1,2,0,0
3025091702560,1,2,0,0
3025110540528,1,2,0,0
3025130280132,1,2,0,0
3025150493204,1,2,0,0
3025175205036,1,2,0,0
3025191478620,1,2,0,0
3025212623980,1,2,0,0
3025231386060,1,2,0,0
3025250457320,1,2,0,0
3025278999340,1,2,0,0
3025291377676,1,2,0,0
3025310317212,1,2,0,0
3025330395756,1,2,0,0
3025351336468,1,2,0,0
3025375328780,1,2,0,0
3025390450856,1,2,0,0
3025410375628,1,2,0,0
3025430337996,1,2,0,0
3025450715368,1,2,0,0
3025478948004,1,2,0,0
3025490465548,1,2,0,0
3025510322032,1,2,0,0
3025530351492,1,2,0,0
3025550423736,1,2,0,0
3025571187180,1,2,0,0
3025590419464,1,2,0,0
3025610372600,1,2,0,0
3025630461376,1,2,0,0
3025650438112,1,2,0,0
3025670489676,1,2,0,0
3025691863084,1,2,0,0
3025711268868,1,2,0,0
3025730407020,1,2,0,0
3025750510312,1,2,0,0
3025770514372,1,2,0,0
3025791428544,1,2,0,0
3025810379636,1,2,0,0
3025830342120,1,2,0,0
3025850492820,1,2,0,0
3025870809324,1,2,0,0
3025890498392,1,2,0,0
3025910351308,1,2,0,0
3025930401852,1,2,0,0
3025950457588,1,2,0,0
3025970498428,1,2,0,0
3025991377864,1,2,0,0
3026010399448,1,2,0,0
3026031381924,1,2,0,0
3026050490036,1,2,0,0
3026070677836,1,2,0,0
3026090429104,1,2,0,0
3026110415820,1,2,0,0
3026130341700,1,2,0,0
3026150461084,1,2,0,0
3026170529644,1,2,0,0
3026190413840,1,2,0,0
3026210376812,1,2,0,0
3026230402812,1,2,0,0
3026250474868,1,2,0,0
3026270675932,1,2,0,0
3026290416664,1,2,0,0
3026310333896,1,2,0,0
3026330361884,1,2,0,0
3026350470560,1,2,0,0
3026370637132,1,2,0,0
3026390447160,1,2,0,0
3026410339048,1,2,0,0
3026431376588,1,2,0,0
3026450494360,1,2,0,0
3026470510412,1,2,0,0
3026491019032,1,2,0,0
3026510329940,1,2,0,0
3026530707516,1,2,0,0
3026550371604,1,2,0,0
3026570488220,1,2,0,0
3026590552076,1,2,0,0
3026610365296,1,2,0,0
3026630298412,1,2,0,0
3026650440412,1,2,0,0
3026670409236,1,2,0,0
3026691104596,1,2,0,0
3026710381000,1,2,0,0
3026730339528,1,2,0,0
3026750388076,1,2,0,0
3026770400296,1,2,0,0
3026790437164,1,2,0,0
3026810382004,1,2,0,0
3026830426060,1,2,0,0
3026850452044,1,2,0,0
3026870356560,1,2,0,0
3026890409384,1,2,0,0
3026910367080,1,2,0,0
3026930374412,1,2,0,0
3026950620988,1,2,0,0
3026971529164,1,2,0,0
3026991101164,1,2,0,0
3027010363436,1,2,0,0
3027030380708,1,2,0,0
3027050432368,1,2,0,0
3027070595340,1,2,0,0
3027090412200,1,2,0,0
3027110371068,1,2,0,0
3027130416200,1,2,0,0
3027150470608,1,2,0,0
3027170655428,1,2,0,0
3027191120648,1,2,0,0
3027210303320,1,2,0,0
3027230366824,1,2,0,0
3027250786324,1,2,0,0
3027270556444,1,2,0,0
3027290617016,1,2,0,0
3027310398944,1,2,0,0
3027331379160,1,2,0,0
3027350428508,1,2,0,0
3027370760844,1,2,0,0
3027391566560,1,2,0,0
3027410349352,1,2,0,0
3027430303580,1,2,0,0
3027450463096,1,2,0,0
3027470635080,1,2,0,0
3027491514952,1,2,0,0
3027510291592,1,2,0,0
3027531376984,1,2,0,0
3027550761908,1,2,0,0
3027570487300,1,2,0,0
3027591305852,1,2,0,0
3027610451752,1,2,0,0
3027630376652,1,2,0,0
3027650439764,1,2,0,0
3027671188052,1,2,0,0
3027691371168,1,2,0,0
3027710356532,1,2,0,0
3027730382940,1,2,0,0
3027750429976,1,2,0,0
3027770579908,1,2,0,0
3027792681720,1,2,0,0
3027810372736,1,2,0,0
3027830323160,1,2,0,0
3027850452928,1,2,0,0
3027870365264,1,2,0,0
3027891726252,1,2,0,0
3027910453224,1,2,0,0
3027930333468,1,2,0,0
3027950495368,1,2,0,0
3027970464572,1,2,0,0
3027993522508,1,2,0,0
3028010340792,1,2,0,0
3028030381372,1,2,0,0
3028050433256,1,2,0,0
3028070419108,1,2,0,0
3028092081796,1,2,0,0
3028111378412,1,2,0,0
3028130332952,1,2,0,0
3028150480648,1,2,0,0
3028170606184,1,2,0,0
3028194772536,1,2,0,0
3028210505832,1,2,0,0
3028230394196,1,2,0,0
3028250395528,1,2,0,0
3028270750348,1,2,0,0
3028294099904,1,2,0,0
3028310476248,1,2,0,0
3028330342476,1,2,0,0
3028350725164,1,2,0,0
3028370843928,1,2,0,0
3028396682844,1,2,0,0
3028411356100,1,2,0,0
3028430328696,1,2,0,0
3028450468436,1,2,0,0
3028470492364,1,2,0,0
3028495767980,1,2,0,0
3028510341980,1,2,0,0
3028530368408,1,2,0,0
3028550660820,1,2,0,0
3028570994252,1,2,0,0
3028597799392,1,2,0,0
3028611395676,1,2,0,0
3028630382540,1,2,0,0
3028650702520,1,2,0,0
3028670803656,1,2,0,0
3028696288376,1,2,0,0
3028711345168,1,2,0,0
3028730356936,1,2,0,0
3028750536336,1,2,0,0
3028771574264,1,2,0,0
3028790520512,1,2,0,0
3028810350196,1,2,0,0
3028830398628,1,2,0,0
3028850468960,1,2,0,0
3028870404220,1,2,0,0
3028890601588,1,2,0,0
3028910415996,1,2,0,0
3028930292296,1,2,0,0
3028950356736,1,2,0,0
3028970403352,1,2,0,0
3028990573852,1,2,0,0
3029011368196,1,2,0,0
3029030372564,1,2,0,0
3029050756184,1,2,0,0
3029070594500,1,2,0,0
3029090413368,1,2,0,0
3029110451536,1,2,0,0
3029130278476,1,2,0,0
3029150457648,1,2,0,0
3029171276104,1,2,0,0
3029190891080,1,2,0,0
3029210310896,1,2,0,0
3029230429676,1,2,0,0
3029250533736,1,2,0,0
3029270516184,1,2,0,0
3029291432528,1,2,0,0
3029310387680,1,2,0,0
3029330390248,1,2,0,0
3029350681680,1,2,0,0
3029371635988,1,2,0,0
3029390454840,1,2,0,0
3029410341236,1,2,0,0
3029430362988,1,2,0,0
3029450567772,1,2,0,0
3029470762404,1,2,0,0
3029490493908,1,2,0,0
3029510663592,1,2,0,0
3029530414032,1,2,0,0
3029550423048,1,2,0,0
3029570528552,1,2,0,0
3029590824316,1,2,0,0
3029610386668,1,2,0,0
3029630372444,1,2,0,0
3029650824824,1,2,0,0
3029670516376,1,2,0,0
3029691422012,1,2,0,0
3029710357912,1,2,0,0
3029730350220,1,2,0,0
3029750399192,1,2,0,0
3029770530452,1,2,0,0
3029790487308,1,2,0,0
3029810401192,1,2,0,0
3029830471852,1,2,0,0
3029850511360,1,2,0,0
3029871821676,1,2,0,0
3029890449940,1,2,0,0
3029910392792,1,2,0,0
3029930368680,1,2,0,0
3029950525688,1,2,0,0
3029970534012,1,2,0,0
3029990428984,1,2,0,0
3030010363732,1,2,0,0
3030030412520,1,2,0,0
3030050446104,1,2,0,0
3030070511048,1,2,0,0
3030090763200,1,2,0,0
3030110327672,1,2,0,0
3030130390608,1,2,0,0
3030150425272,1,2,0,0
3030170670032,1,2,0,0
3030191512608,1,2,0,0
3030210295096,1,2,0,0
3030230464036,1,2,0,0
3030250467192,1,2,0,0
3030270767936,1,2,0,0
3030290496764,1,2,0,0
3030310487400,1,2,0,0
3030330285464,1,2,0,0
3030350428504,1,2,0,0
3030371307192,1,2,0,0
3030390437576,1,2,0,0
3030410311680,1,2,0,0
3030430378728,1,2,0,0
3030450464000,1,2,0,0
3030470690636,1,2,0,0
3030490477636,1,2,0,0
3030511350792,1,2,0,0
3030530359176,1,2,0,0
3030550461652,1,2,0,0
3030570529848,1,2,0,0
3030590431048,1,2,0,0
3030610393188,1,2,0,0
3030630355676,1,2,0,0
3030650963796,1,2,0,0
3030671580900,1,2,0,0
3030690499636,1,2,0,0
3030710359592,1,2,0,0
3030730309580,1,2,0,0
3030750432804,1,2,0,0
3030771545004,1,2,0,0
3030791481632,1,2,0,0
3030810558504,1,2,0,0
3030830327320,1,2,0,0
3030850668216,1,2,0,0
3030870361536,1,2,0,0
3030890770388,1,2,0,0
3030911420048,1,2,0,0
3030930387524,1,2,0,0
3030950445852,1,2,0,0
3030970435020,1,2,0,0
3030990421780,1,2,0,0
3031011123544,1,2,0,0
3031030349792,1,2,0,0
3031050410596,1,2,0,0
3031070347744,1,2,0,0
3031090395012,1,2,0,0
3031111013156,1,2,0,0
3031131328324,1,2,0,0
3031150688488,1,2,0,0
3031171919320,1,2,0,0
3031191630324,1,2,0,0
3031210400884,1,2,0,0
3031230340812,1,2,0,0
3031250447908,1,2,0,0
3031271150364,1,2,0,0
3031290512260,1,2,0,0
3031310868448,1,2,0,0
3031330374324,1,2,0,0
3031350452900,1,2,0,0
3031370523276,1,2,0,0
3031390376888,1,2,0,0
3031414034748,1,2,0,0
3031431386804,1,2,0,0
3031450452652,1,2,0,0
3031470514660,1,2,0,0
3031490701924,1,2,0,0
3031512913308,1,2,0,0
3031530319548,1,2,0,0
3031550477820,1,2,0,0
3031571147676,1,2,0,0
3031590643508,1,2,0,0
3031613831860,1,2,0,0
3031630464692,1,2,0,0
3031650444948,1,2,0,0
3031670557592,1,2,0,0
3031691417108,1,2,0,0
3031712095392,1,2,0,0
3031730358904,1,2,0,0
3031750467344,1,2,0,0
3031770548820,1,2,0,0
3031790457172,1,2,0,0
3031815296160,1,2,0,0
3031831416292,1,2,0,0
3031850505188,1,2,0,0
3031870564152,1,2,0,0
3031891456208,1,2,0,0
3031913975108,1,2,0,0
3031930347568,1,2,0,0
3031950405780,1,2,0,0
3031970628932,1,2,0,0
3031990922512,1,2,0,0
3032012924564,1,2,0,0
3032030297044,1,2,0,0
3032050524964,1,2,0,0
3032070605860,1,2,0,0
3032090722556,1,2,0,0
3032116248448,1,2,0,0
3032130348636,1,2,0,0
3032150402348,1,2,0,0
3032170434164,1,2,0,0
3032190403512,1,2,0,0
3032214317728,1,2,0,0
3032230360044,1,2,0,0
3032250505320,1,2,0,0
3032270511140,1,2,0,0
3032290733784,1,2,0,0
3032317883580,1,2,0,0
3032331388228,1,2,0,0
3032350570436,1,2,0,0
3032370493588,1,2,0,0
3032390369664,1,2,0,0
3032414752508,1,2,0,0
3032430438080,1,2,0,0
3032450490692,1,2,0,0
3032470478964,1,2,0,0
3032490895656,1,2,0,0
3032515049232,1,2,0,0
3032530400008,1,2,0,0
3032550353876,1,2,0,0
3032570474660,1,2,0,0
3032590387084,1,2,0,0
3032617329604,1,2,0,0
3032630399016,1,2,0,0
3032650411916,1,2,0,0
3032670498900,1,2,0,0
3032690577276,1,2,0,0
3032710754708,1,2,0,0
3032730473384,1,2,0,0
3032750474392,1,2,0,0
3032771134196,1,2,0,0
3032790729476,1,2,0,0
3032810333048,1,2,0,0
3032830599072,1,2,0,0
3032850458724,1,2,0,0
3032870561516,1,2,0,0
3032891494576,1,2,0,0
3032910507200,1,2,0,0
3032930325828,1,2,0,0
3032950453976,1,2,0,0
3032970456420,1,2,0,0
3032990529644,1,2,0,0
3033010348992,1,2,0,0
3033030297404,1,2,0,0
3033050619516,1,2,0,0
3033070619588,1,2,0,0
3033090776564,1,2,0,0
3033110379444,1,2,0,0
3033130362000,1,2,0,0
3033150531948,1,2,0,0
3033170509720,1,2,0,0
3033190485220,1,2,0,0
3033210330160,1,2,0,0
3033230389476,1,2,0,0
3033250852140,1,2,0,0
3033270524864,1,2,0,0
3033291358628,1,2,0,0
3033310633704,1,2,0,0
3033330333820,1,2,0,0
3033350423792,1,2,0,0
3033371561116,1,2,0,0
3033390397060,1,2,0,0
3033410353428,1,2,0,0
3033430418220,1,2,0,0
3033450469704,1,2,0,0
3033470533212,1,2,0,0
3033490714424,1,2,0,0
3033511344016,1,2,0,0
3033530390704,1,2,0,0
3033550767620,1,2,0,0
3033570591484,1,2,0,0
3033590493636,1,2,0,0
3033610331620,1,2,0,0
3033630395408,1,2,0,0
3033650481588,1,2,0,0
3033670538052,1,2,0,0
3033690470012,1,2,0,0
3033710390456,1,2,0,0
3033730361764,1,2,0,0
3033750386704,1,2,0,0
3033770466012,1,2,0,0
3033790658324,1,2,0,0
3033810407060,1,2,0,0
3033830329116,1,2,0,0
3033850429136,1,2,0,0
3033870981936,1,2,0,0
3033890515312,1,2,0,0
3033910331796,1,2,0,0
3033931339276,1,2,0,0
3033950482564,1,2,0,0
3033970648072,1,2,0,0
3033991401180,1,2,0,0
3034010345148,1,2,0,0
3034030357008,1,2,0,0
3034050553936,1,2,0,0
3034070750972,1,2,0,0
3034091408824,1,2,0,0
3034110348624,1,2,0,0
3034130358012,1,2,0,0
3034150453180,1,2,0,0
3034171379392,1,2,0,0
3034190382408,1,2,0,0
3034210356500,1,2,0,0
3034230319404,1,2,0,0
3034250410528,1,2,0,0
3034270355872,1,2,0,0
3034290708948,1,2,0,0
3034310416248,1,2,0,0
3034330359156,1,2,0,0
3034350556224,1,2,0,0
3034370399296,1,2,0,0
3034390444444,1,2,0,0
3034410457820,1,2,0,0
3034430436164,1,2,0,0
3034450486032,1,2,0,0
3034470578960,1,2,0,0
3034490513784,1,2,0,0
3034510914208,1,2,0,0
3034531423900,1,2,0,0
3034550431396,1,2,0,0
3034570598832,1,2,0,0
3034591371564,1,2,0,0
3034610345760,1,2,0,0
3034630355992,1,2,0,0
3034651392432,1,2,0,0
3034670603112,1,2,0,0
3034690761648,1,2,0,0
3034711395548,1,2,0,0
3034732017632,1,2,0,0
3034751359580,1,2,0,0
3034770508616,1,2,0,0
3034790449408,1,2,0,0
3034810362596,1,2,0,0
3034831119216,1,2,0,0
3034850848312,1,2,0,0
3034870528768,1,2,0,0
3034891411060,1,2,0,0
3034910405708,1,2,0,0
3034932667328,1,2,0,0
3034950646052,1,2,0,0
