stamp,aeb_switch,aeb_state,aeb_direction,aeb_fcn_state
2459870538104,1,2,0,0
2459890604592,1,2,0,0
2459911359976,1,2,0,0
2459934259520,1,2,0,0
2459950480924,1,2,0,0
2459971680104,1,2,0,0
2459991561792,1,2,0,0
2460010342772,1,2,0,0
2460031756096,1,2,0,0
2460050324512,1,2,0,0
2460070769720,1,2,0,0
2460090505204,1,2,0,0
2460110297396,1,2,0,0
2460135524932,1,2,0,0
2460150298800,1,2,0,0
2460170997004,1,2,0,0
2460190867564,1,2,0,0
2460211396848,1,2,0,0
2460233725052,1,2,0,0
2460250363712,1,2,0,0
2460270496636,1,2,0,0
2460290558804,1,2,0,0
2460311071820,1,2,0,0
2460335573004,1,2,0,0
2460350417088,1,2,0,0
2460371262036,1,2,0,0
2460391480952,1,2,0,0
2460410465508,1,2,0,0
2460435005068,1,2,0,0
2460451403836,1,2,0,0
2460470803724,1,2,0,0
2460491418348,1,2,0,0
2460510708816,1,2,0,0
2460537982988,1,2,0,0
2460550896416,1,2,0,0
2460570489596,1,2,0,0
2460590828240,1,2,0,0
2460610653260,1,2,0,0
2460635275828,1,2,0,0
2460651408652,1,2,0,0
2460670484204,1,2,0,0
2460690398136,1,2,0,0
2460710393604,1,2,0,0
2460730601304,1,2,0,0
2460750399336,1,2,0,0
2460770685936,1,2,0,0
2460790515692,1,2,0,0
2460810344936,1,2,0,0
2460830387836,1,2,0,0
2460850395464,1,2,0,0
2460870378524,1,2,0,0
2460890501612,1,2,0,0
2460910403540,1,2,0,0
2460930444352,1,2,0,0
2460950375064,1,2,0,0
2460970522004,1,2,0,0
2460990661088,1,2,0,0
2461010404736,1,2,0,0
2461030540904,1,2,0,0
2461050360604,1,2,0,0
2461071513388,1,2,0,0
2461090616276,1,2,0,0
2461110328944,1,2,0,0
2461130344196,1,2,0,0
2461150636200,1,2,0,0
2461170408364,1,2,0,0
2461190609932,1,2,0,0
2461211178504,1,2,0,0
2461230427748,1,2,0,0
2461250385280,1,2,0,0
2461271539404,1,2,0,0
2461290420668,1,2,0,0
2461310464080,1,2,0,0
2461330441108,1,2,0,0
2461350392824,1,2,0,0
2461370629908,1,2,0,0
2461390913412,1,2,0,0
2461410297272,1,2,0,0
2461430398780,1,2,0,0
2461450535324,1,2,0,0
2461470552156,1,2,0,0
2461490501088,1,2,0,0
2461510706828,1,2,0,0
2461530388668,1,2,0,0
2461550350384,1,2,0,0
2461570608468,1,2,0,0
2461590493404,1,2,0,0
2461610405292,1,2,0,0
2461630357668,1,2,0,0
2461650387788,1,2,0,0
2461670556860,1,2,0,0
2461690630492,1,2,0,0
2461711374180,1,2,0,0
2461730428780,1,2,0,0
2461750879840,1,2,0,0
2461770623140,1,2,0,0
2461791733820,1,2,0,0
2461810474668,1,2,0,0
2461831457768,1,2,0,0
2461850388708,1,2,0,0
2461870674172,1,2,0,0
2461891505812,1,2,0,0
2461910458976,1,2,0,0
2461930386260,1,2,0,0
2461950366332,1,2,0,0
2461970577204,1,2,0,0
2461990936904,1,2,0,0
2462010302016,1,2,0,0
2462031333648,1,2,0,0
2462050692136,1,2,0,0
2462071553896,1,2,0,0
2462090488844,1,2,0,0
2462111327012,1,2,0,0
2462130478396,1,2,0,0
2462150501736,1,2,0,0
2462170650640,1,2,0,0
2462190562008,1,2,0,0
2462210352320,1,2,0,0
2462230360024,1,2,0,0
2462250491352,1,2,0,0
2462270420692,1,2,0,0
2462290600620,1,2,0,0
2462310338124,1,2,0,0
2462330372332,1,2,0,0
2462350406916,1,2,0,0
2462370960116,1,2,0,0
2462390462460,1,2,0,0
2462410480860,1,2,0,0
2462430402416,1,2,0,0
2462451801572,1,2,0,0
2462471571388,1,2,0,0
2462490466700,1,2,0,0
2462510349948,1,2,0,0
2462530374124,1,2,0,0
2462551351648,1,2,0,0
2462570476524,1,2,0,0
2462591195876,1,2,0,0
2462610395472,1,2,0,0
2462630631800,1,2,0,0
2462651747952,1,2,0,0
2462670497516,1,2,0,0
2462690580120,1,2,0,0
2462710563148,1,2,0,0
2462730377664,1,2,0,0
2462750338548,1,2,0,0
2462770434468,1,2,0,0
2462790560524,1,2,0,0
2462810455420,1,2,0,0
2462830418048,1,2,0,0
2462850401964,1,2,0,0
2462870499864,1,2,0,0
2462890461136,1,2,0,0
2462910288748,1,2,0,0
2462930383604,1,2,0,0
2462951801436,1,2,0,0
2462970523168,1,2,0,0
2463004467452,1,2,0,0
2463010538036,1,2,0,0
2463030312708,1,2,0,0
2463051532228,1,2,0,0
2463070871180,1,2,0,0
2463091527224,1,2,0,0
2463110311120,1,2,0,0
2463130365372,1,2,0,0
2463150412364,1,2,0,0
2463171616036,1,2,0,0
2463191548276,1,2,0,0
2463211307504,1,2,0,0
2463230508532,1,2,0,0
2463253239660,1,2,0,0
2463270574336,1,2,0,0
2463290377788,1,2,0,0
2463310494808,1,2,0,0
2463330371192,1,2,0,0
2463350912032,1,2,0,0
2463370892504,1,2,0,0
2463390530520,1,2,0,0
2463410303412,1,2,0,0
2463430344804,1,2,0,0
2463454906936,1,2,0,0
2463471717796,1,2,0,0
2463490383868,1,2,0,0
2463510419300,1,2,0,0
2463530342636,1,2,0,0
2463552241964,1,2,0,0
2463570731660,1,2,0,0
2463590637852,1,2,0,0
2463610367244,1,2,0,0
2463630326880,1,2,0,0
2463654963316,1,2,0,0
2463671526144,1,2,0,0
2463690614776,1,2,0,0
2463710294164,1,2,0,0
2463730382844,1,2,0,0
2463752828816,1,2,0,0
2463770705368,1,2,0,0
2463790575676,1,2,0,0
2463810503960,1,2,0,0
2463830343724,1,2,0,0
2463855102748,1,2,0,0
2463870442784,1,2,0,0
2463890562936,1,2,0,0
2463910395140,1,2,0,0
2463931346984,1,2,0,0
2463953684220,1,2,0,0
2463970583096,1,2,0,0
2463990502980,1,2,0,0
2464010353752,1,2,0,0
2464030311492,1,2,0,0
2464056703308,1,2,0,0
2464070539916,1,2,0,0
2464091468976,1,2,0,0
2464110290448,1,2,0,0
2464130350352,1,2,0,0
2464155371624,1,2,0,0
2464170575288,1,2,0,0
2464191728304,1,2,0,0
2464210706428,1,2,0,0
2464231439896,1,2,0,0
2464258256888,1,2,0,0
2464271450892,1,2,0,0
2464290553608,1,2,0,0
2464310354344,1,2,0,0
2464330314436,1,2,0,0
2464355823176,1,2,0,0
2464370435496,1,2,0,0
2464391156088,1,2,0,0
2464411410588,1,2,0,0
2464430390536,1,2,0,0
2464450911612,1,2,0,0
2464470502008,1,2,0,0
2464490452444,1,2,0,0
2464510565496,1,2,0,0
2464530500488,1,2,0,0
2464550374540,1,2,0,0
2464570527788,1,2,0,0
2464591404004,1,2,0,0
2464610351096,1,2,0,0
2464630458244,1,2,0,0
2464650392516,1,2,0,0
2464670439432,1,2,0,0
2464691578036,1,2,0,0
2464711305940,1,2,0,0
2464730383448,1,2,0,0
2464750669892,1,2,0,0
2464771976196,1,2,0,0
2464791033688,1,2,0,0
2464811402836,1,2,0,0
2464831422988,1,2,0,0
2464850362912,1,2,0,0
2464870457008,1,2,0,0
2464890460904,1,2,0,0
2464910446636,1,2,0,0
2464930393304,1,2,0,0
2464950334288,1,2,0,0
2464971630632,1,2,0,0
2464990474816,1,2,0,0
2465010319580,1,2,0,0
2465030306760,1,2,0,0
2465050564232,1,2,0,0
2465070574244,1,2,0,0
2465090525864,1,2,0,0
2465110333076,1,2,0,0
2465130378728,1,2,0,0
2465150354360,1,2,0,0
2465171160920,1,2,0,0
2465191549324,1,2,0,0
2465210294548,1,2,0,0
2465230389416,1,2,0,0
2465250430448,1,2,0,0
2465270669352,1,2,0,0
2465290477672,1,2,0,0
2465310392724,1,2,0,0
2465330450248,1,2,0,0
2465350461692,1,2,0,0
2465371591256,1,2,0,0
2465391082760,1,2,0,0
2465410914564,1,2,0,0
2465430316628,1,2,0,0
2465450669688,1,2,0,0
2465470360012,1,2,0,0
2465491585788,1,2,0,0
2465510459020,1,2,0,0
2465530379224,1,2,0,0
2465550422964,1,2,0,0
2465571310580,1,2,0,0
2465591553904,1,2,0,0
2465610438032,1,2,0,0
2465630366864,1,2,0,0
2465650393048,1,2,0,0
2465670842264,1,2,0,0
2465691424080,1,2,0,0
2465710499120,1,2,0,0
2465730411000,1,2,0,0
2465750347736,1,2,0,0
2465771989984,1,2,0,0
2465790391664,1,2,0,0
2465810409636,1,2,0,0
2465830388428,1,2,0,0
2465851337688,1,2,0,0
2465872761848,1,2,0,0
2465890368984,1,2,0,0
2465910372048,1,2,0,0
2465931345844,1,2,0,0
2465951352748,1,2,0,0
2465974777012,1,2,0,0
2465991780848,1,2,0,0
2466011345108,1,2,0,0
2466030361748,1,2,0,0
2466050340008,1,2,0,0
2466072286564,1,2,0,0
2466090543420,1,2,0,0
2466110385560,1,2,0,0
2466130369748,1,2,0,0
2466150390836,1,2,0,0
2466171441468,1,2,0,0
2466190448948,1,2,0,0
2466210340152,1,2,0,0
2466231431624,1,2,0,0
2466250382888,1,2,0,0
2466273762032,1,2,0,0
2466290516488,1,2,0,0
2466310357444,1,2,0,0
2466330341888,1,2,0,0
2466350745420,1,2,0,0
2466373762664,1,2,0,0
2466390579248,1,2,0,0
2466410345976,1,2,0,0
2466430602244,1,2,0,0
2466450390708,1,2,0,0
2466476023992,1,2,0,0
2466490438720,1,2,0,0
2466510347448,1,2,0,0
2466530361380,1,2,0,0
2466550614104,1,2,0,0
2466574748708,1,2,0,0
2466591419004,1,2,0,0
2466610545844,1,2,0,0
2466630295208,1,2,0,0
2466650383452,1,2,0,0
2466676307412,1,2,0,0
2466691573784,1,2,0,0
2466710456444,1,2,0,0
2466730408816,1,2,0,0
2466751344056,1,2,0,0
2466774980736,1,2,0,0
2466791458164,1,2,0,0
2466810849704,1,2,0,0
2466830345528,1,2,0,0
2466850426416,1,2,0,0
2466879297320,1,2,0,0
2466890497256,1,2,0,0
2466910433872,1,2,0,0
2466930403888,1,2,0,0
2466950467708,1,2,0,0
2466975924556,1,2,0,0
2466990518736,1,2,0,0
2467010414520,1,2,0,0
2467030407060,1,2,0,0
2467050327524,1,2,0,0
2467078999492,1,2,0,0
2467090448612,1,2,0,0
2467110453232,1,2,0,0
2467130350816,1,2,0,0
2467150699156,1,2,0,0
2467180385876,1,2,0,0
2467190555620,1,2,0,0
2467211385476,1,2,0,0
2467230383908,1,2,0,0
2467250367332,1,2,0,0
2467278591476,1,2,0,0
2467290478644,1,2,0,0
2467310391552,1,2,0,0
2467330438292,1,2,0,0
2467350361404,1,2,0,0
2467376413364,1,2,0,0
2467391438776,1,2,0,0
2467410440948,1,2,0,0
2467430315732,1,2,0,0
2467450370576,1,2,0,0
2467470659636,1,2,0,0
2467490529784,1,2,0,0
2467510443332,1,2,0,0
2467530344708,1,2,0,0
2467550321220,1,2,0,0
2467570997816,1,2,0,0
2467591395660,1,2,0,0
2467610365188,1,2,0,0
2467630501904,1,2,0,0
2467650430604,1,2,0,0
2467670492984,1,2,0,0
2467690621324,1,2,0,0
2467710417632,1,2,0,0
2467730365584,1,2,0,0
2467750426748,1,2,0,0
2467771797536,1,2,0,0
2467791682612,1,2,0,0
2467811370148,1,2,0,0
2467830390436,1,2,0,0
2467850319708,1,2,0,0
2467870603600,1,2,0,0
2467891601352,1,2,0,0
2467910376220,1,2,0,0
2467930400844,1,2,0,0
2467950494188,1,2,0,0
2467970698532,1,2,0,0
2467991509732,1,2,0,0
2468025053524,1,2,0,0
2468030151216,1,2,0,0
2468050304164,1,2,0,0
2468070496604,1,2,0,0
2468090497528,1,2,0,0
2468110352436,1,2,0,0
2468130350968,1,2,0,0
2468150355300,1,2,0,0
2468170803852,1,2,0,0
2468190390988,1,2,0,0
2468210439820,1,2,0,0
2468230340468,1,2,0,0
2468250394068,1,2,0,0
2468270564416,1,2,0,0
2468290533712,1,2,0,0
2468310394292,1,2,0,0
2468330545924,1,2,0,0
2468350394292,1,2,0,0
2468371743260,1,2,0,0
2468390479332,1,2,0,0
2468411339536,1,2,0,0
2468430539248,1,2,0,0
2468450388588,1,2,0,0
2468470554276,1,2,0,0
2468490550044,1,2,0,0
2468510271376,1,2,0,0
2468531364164,1,2,0,0
2468550370448,1,2,0,0
2468570613796,1,2,0,0
2468590438932,1,2,0,0
2468610364944,1,2,0,0
2468630396432,1,2,0,0
2468650409840,1,2,0,0
2468673143096,1,2,0,0
2468690787548,1,2,0,0
2468711386108,1,2,0,0
2468730842004,1,2,0,0
2468751365268,1,2,0,0
2468770545892,1,2,0,0
2468790623708,1,2,0,0
2468810430392,1,2,0,0
2468830403780,1,2,0,0
2468850373536,1,2,0,0
2468870401912,1,2,0,0
2468891485300,1,2,0,0
2468910424384,1,2,0,0
2468930394148,1,2,0,0
2468950368080,1,2,0,0
2468970467828,1,2,0,0
2468991008868,1,2,0,0
2469011340056,1,2,0,0
2469030422800,1,2,0,0
2469050794684,1,2,0,0
2469070525992,1,2,0,0
2469090358720,1,2,0,0
2469110337516,1,2,0,0
2469130343884,1,2,0,0
2469150528776,1,2,0,0
2469171583608,1,2,0,0
2469190868652,1,2,0,0
2469211339388,1,2,0,0
2469230380080,1,2,0,0
2469250339552,1,2,0,0
2469270570404,1,2,0,0
2469291803904,1,2,0,0
2469310444748,1,2,0,0
2469330343108,1,2,0,0
2469350692328,1,2,0,0
2469370589020,1,2,0,0
2469392242736,1,2,0,0
2469410320632,1,2,0,0
2469430388832,1,2,0,0
2469451389692,1,2,0,0
2469470284656,1,2,0,0
2469490465716,1,2,0,0
2469510400372,1,2,0,0
2469531390964,1,2,0,0
2469550355992,1,2,0,0
2469570392776,1,2,0,0
2469591676780,1,2,0,0
2469610373180,1,2,0,0
2469630361036,1,2,0,0
2469650544056,1,2,0,0
2469670618948,1,2,0,0
2469692173984,1,2,0,0
2469710310916,1,2,0,0
2469730432976,1,2,0,0
2469750410272,1,2,0,0
2469770487080,1,2,0,0
2469791109488,1,2,0,0
2469811365200,1,2,0,0
2469830445020,1,2,0,0
2469850456920,1,2,0,0
2469870497012,1,2,0,0
2469892967092,1,2,0,0
2469911927540,1,2,0,0
2469931411944,1,2,0,0
2469951428736,1,2,0,0
2469970558596,1,2,0,0
2469993117800,1,2,0,0
2470010763852,1,2,0,0
2470030431364,1,2,0,0
2470050352100,1,2,0,0
2470070444984,1,2,0,0
2470091169188,1,2,0,0
2470111340032,1,2,0,0
2470130387756,1,2,0,0
2470150387624,1,2,0,0
2470171578100,1,2,0,0
2470195377688,1,2,0,0
2470210646820,1,2,0,0
2470230463800,1,2,0,0
2470250396964,1,2,0,0
2470270567552,1,2,0,0
2470292405864,1,2,0,0
2470310618012,1,2,0,0
2470330396196,1,2,0,0
2470350343268,1,2,0,0
2470370718284,1,2,0,0
2470393942392,1,2,0,0
2470411376932,1,2,0,0
2470430501376,1,2,0,0
2470450741004,1,2,0,0
